Recipe name,Ingredients,Image link,Preparing Time,Cooking Time,Difficulty,Persons,Recipe steps
Итальянские митболы в томатном соусе,"[{'Говядина': '(мягкая часть: филей, вырезка, лопатка) 500 гр.'}, {'Свинина': '(жирная: как вариант шея) 200 гр.'}, {'Чеснок': '1-2 дольки'}, {'Репчатый лук': 'один небольшой'}, {'Яйцо': '1 шт.'}, {'Петрушка': 'небольшой пучок'}, {'Панировочные сухари': '40 гр.'}, {'Пармезан': '40 гр.'}, {'Черный перец': 'по вкусу'}, {'Соль': 'по вкусу'}, {'Приправа итальянские травы': 'по вкусу'}, {'Оливковое масло': 'немного для запекания'}, {'Title': 'Соус'}, {'Консервированные томаты в собственном соку': '200-300 мл.'}, {'Помидоры черри': '100 гр.'}, {'Базилик': 'небольшой пучок'}, {'Чеснок': 'несколько долек'}, {'Куриный бульон': '(или говяжий) 120 мл.'}, {'Красное сухое вино': '120 мл.'}, {'Оливковое масло': 'немного для жарки'}, {'Приправа итальянские травы': 'по вкусу'}, {'Черный перец': 'по вкусу'}, {'Соль': 'по вкусу'}]",https://cooklikemary.ru/sites/default/files/bez_imeni_1_iz_1-21_0.jpg,до 15 мин.,до 40 мин.,1,5,"['Перекрутите мясо с чесноком и луком два раза.', 'Добавьте к перекрученному мясу яйцо, панировочные сухари, натертый пармезан, измельченную петрушку. Соль, перец и специи по вкусу. Перемешайте до однородного состояния.', 'Смоченными руками сформируйте мясные шарики. Смажьте оливковым маслом форму для запекания и разложите шарики.\r\nЗапекайте мясные шарики из фарша в духовке при 230 градусах в течение 12 минут.', 'В это время займитесь соусом. Для соуса можно использовать только свежие помидоры, но в зимнее время они недостаточно вкусные), поэтому предлагаю томаты в собственном соку. К ним можно добавить сладкие черри для вкуса.\r\nИзмельчите чеснок и разрежьте черри на несколько частей. Разогрейте в большой сковороде оливковое масло. Добавьте черри и чеснок, чуть обжарьте. Добавьте томаты в собственном соку, бульон, красное вино, измельченный базилик, соль и специи по вкусу. Оставьте тушиться минут на 10.\r\nМожно добавить немного сахара, это дело вкуса. Я добавляю. Таким образом получим томатный соус для итальянских митболов.', 'Добавьте к соусу митболы из говядины, и оставьте готовиться вместе еще 10 минут.\r\nВ процессе один раз аккуратно переверните каждый шарик для равномерного тушения.\r\nПри подаче посыпьте измельченной петрушкой (или базиликом) и натертым пармезаном.\r\nОтварите спагетти, паста с митболами в томатном соусе – это незабываемо вкусно!']"
Запеканка из цветной капусты,"[{'Цветная капуста': 'качан 1 шт.'}, {'Молоко': '300 мл.'}, {'Сливочное масло': '80 гр.'}, {'Панировочные сухари': '60 гр.'}, {'Пармезан': '40 гр.'}, {'Яйцо': '4 шт.'}, {'Мускатный орех': 'по вкусу'}, {'Соль': 'по вкусу'}]",https://cooklikemary.ru/sites/default/files/bez_imeni_1_iz_1-2_0.jpg,0,до 50 мин.,1,5,"['Разделите капусту на соцветия и отварите в подсоленной воде в течение 10-12 минут. \r\nВоду слейте, добавьте молоко и взбейте с помощью блендера. Добавьте яйца, панировочные сухари, сливочное масло, натертый пармезан, соль и мускатный орех. Взбейте до однородного состояния.', 'Смажьте форму для запекания сливочным маслом и посыпьте сухарями. Налейте подготовленную смесь, посыпьте сверху небольшим кол-вом панировочных сухарей и выпекайте в разогретой до 190 градусов духовке в течение около 40 минут. За пару минут готовое блюдо можно посыпать пармезаном и отправить обратно в духовку до образования аппетитной корочки.']"
Фрикасе из индейки с белыми грибами,"[{'Индейка': '(филе) 600 гр.'}, {'Белые сушеные грибы': '100 гр.'}, {'Сливочное масло': '3 ст.л.'}, {'Оливковое масло': '3 ст.л.'}, {'Репчатый лук': '1 шт.'}, {'Чеснок': '3 дольки'}, {'Куриный бульон': '200 мл.'}, {'Белое сухое вино': '200мл.'}, {'Петрушка': 'небольшой пучок'}, {'Желток': '2 шт.'}, {'Сок лимона': 'половины лимона'}, {'Соль,черный перец по вкусу': ''}]",https://cooklikemary.ru/sites/default/files/bez_imeni_1_iz_1-5_0.jpg,до 25 мин.,до 75 мин.,1,4,"['Подготовка. Нарежьте филе индейки кубиками. Лук и чеснок измельчите. Залейте сушеные грибы кипятком, а затем откиньте на сито.', 'Разогрейте сливочное масло и оливковое. Обжарьте индейку до золотистого цвета. Достаньте мясо с помощью шумовки и ненадолго отложите в сторону.', 'Обжарьте на этом же масле лук и чеснок. Верните индейку и залейте вином. Готовьте 30 минут с закрытой крышкой на небольшом огне.', 'Добавьте к индейке белые грибы и бульон. Снова закройте крышкой и готовьте еще 30 минут.\r\nВ небольшой миске смешайте желток, 1 ст. л. воды, сок половины лимона, соль и черный перец.\r\nСнимите уже готовое блюдо с огня и добавьте яичную смесь. Размешайте до кремового состояния и закройте крышкой до подачи. \r\nПодавайте с гарниром к фрикасе на ваше усмотрение. При подаче посыпьте петрушкой.']"
Холодец,"[{'Задняя говяжья голяшка на кости + мякоть': '(нижняя часть с большим кол-вом соединительной ткани) 2-2,5 кг.'}, {'Лук репчатый': 'крупный 1 шт.'}, {'Морковь': '1-2 шт.'}, {'Корень сельдерея': 'небольшой кусочек'}, {'Чеснок': '1 головка'}, {'Черный перец горошком': '1 ч.л.'}, {'Лавровый лист': '3-5 шт.'}, {'Тимьян': 'несколько веточек'}, {'Соль': 'по вкусу'}, {'Растительное масло': 'немного для смазывания'}]",https://cooklikemary.ru/sites/default/files/img_4585.jpg,0,до 600 мин.,2,10,"['Сложите все овощи, мясо и кости в большую форму. Смажьте их растительным маслом и выпекайте в разогретой до максимума духовке 20 минут.\r\nПереложите всё в большую кастрюлю, залейте холодной водой (примерно 5-6 л) и доведите на сильном огне до кипения.', 'В это время не отходите от плиты и постоянно снимайте пену. Теперь убавьте огонь до минимума. Варите минимум 6 часов, а лучше все 8. Через два часа достаньте все овощи и выбросите (если нужна морковь для украшения, то через час). \r\nТеперь добавьте черный перец, лавровый лист, тимьян и несколько долек чеснока. Лучше завяжите их в марлю с помощью кулинарной нити (еще один секрет холодца).\r\nЗа час до готовности посолите по вкусу.', 'Процедите бульон через мелкое сито с марлей (или в двое сложенным бумажным полотенцем). Мясо разберите на волокна, оно должно с легкостью отходить от кости.  Разложите мясо по блюдам или порционным формочкам. Сверху выдавите чеснок через пресс. Залейте бульоном. Украсьте морковью (по желанию) и уберите в холодное место (холодильник или балкон) минимум на 4 часа.\r\nКогда бульон застынет, можно аккуратно ножом собрать жир (если он будет). Подавайте с хреном или горчицей.']"
Цезарь с лёгкой заправкой,"[{'Куриная грудка': '1 шт.'}, {'Салат романо': '1-2 пучка'}, {'Хлебные ломтики': '30-50 гр.'}, {'Пармезан': 'стружка по вкусу'}, {'Пармская ветчина': '8 ломтиков'}, {'Title': 'Заправка'}, {'Натуральный йогурт': '(греческий) 100 гр.'}, {'Чеснок': '1 зубчик'}, {'Филе анчоуса': '2-3 шт.'}, {'Паприка': 'пол ч.л.'}, {'Вустерский соус': '(необязательно) несколько капель по вкусу'}]",https://cooklikemary.ru/sites/default/files/bez_imeni_1_iz_1-348.jpg,0,до 20 мин.,1,3,"['Помойте и высушите филе. Заверните в пищевую пленку и отбейте. Посолите, поперчите и обжарьте со всех сторон до готовности (минут 10) на смазанной оливковым маслом сковороде гриль. Готовое мясо заверните в фольгу и дайте немного «отдохнуть»\r\nМожно обжарить на обычной сковороде. Грудку быстро обжарьте до золотистого цвета со всех сторон, а потом заверните в фольгу и запеките в духовке минут 15.', 'Подготовьте соус. Измельчите чеснок, порежьте мелко анчоусы. Перемелите все ингредиенты с помощью блендера и приправьте по вкусу черным перцем.', 'Разложите чистые листья салата, добавьте пармскую ветчину и курицу, посыпьте довольно крупными хлебными ломтиками. Сбрызните заправкой и украсьте стружкой пармезана.\r\nСовет: пармскую ветчину можно обжарить.\r\nВместо хлебных ломтиков лучше купить свежую чиабатту и обжарить на сковороде или в духовке.']"
Слабосоленая форель,"[{'Форель': '1 кг.'}, {'Соль': '(морская) 3 ст.л.'}, {'Сахар': '2 ст.л.'}, {'Приправа фенхель': 'пол ч.л.'}, {'Кориандр': 'пол ч.л.'}, {'Ягоды можжевельника': 'горошины 4-5 шт.'}, {'Черный перец горошком': '4-5 шт.'}]",https://cooklikemary.ru/sites/default/files/bez_imeni_1_iz_1-339.jpg,0,до 15 мин.,1,7,"['Вытащите косточки из филе рыбы. Разрежьте на две равные части. Помойте и высушите, воспользовавшись бумажным полотенцем.', 'Соедините сахар, соль, перемолотые специи в одной посуде, и перемешайте.', 'Натрите филе со всех сторон, в т.ч шкурку. Сложите в контейнер филе кожей вниз, а сверху уложите второй кусочек, мясом друг к другу. Прикройте фольгой и чуть придавите нетяжелым грузом. Через 24 часа рыба будет готова.']"
Утка по-пекински в домашних условиях,"[{'Утка': '(потрошенная) 2 кг.'}, {'Рисовый уксус': '2 ст.л. (или рисовое вино или в крайнем случае белое вино)'}, {'Соевый соус': '3 ст. л. (+2)'}, {'Мед': '(жидкий) 3 ст. л. (+2)'}, {'Темное кунжутное масло': '3 ст.л.'}, {'Имбирь молотый': 'по вкусу'}, {'Лепёшки': '8 шт. (у меня мексиканские)'}, {'Соус хойсин': 'по вкусу'}, {'Огурец': '4 шт.'}, {'Зеленый лук': '(резанец) небольшой пучок'}]",https://cooklikemary.ru/sites/default/files/bez_imeni_1_iz_1-335.jpg,0,до 150 мин.,1,4,"['Помойте утку, удалите жир в районе гузки и хвоста. Положите утку в дуршлаг и обдайте кипятком со всех сторон.', 'Обсушите утку бумажным полотенцем и положите в подходящую для нее форму. Подготовьте маринад из меда, рисового уксуса, соевого соуса и кунжутного масла. Посолите, поперчите и добавьте имбирь. Все хорошо перемешайте и как следует обмажьте всю утку. Положите грудкой вниз прямо в маринад, заверните форму в пищевую пленку и уберите в холодное место на 12 часов.', 'За час до приготовления достаньте утку, переверните другой стороной и храните при комнатной температуре до приготовления.\r\nПереложите утку на решетку грудкой вверх, а вниз формы или противня налейте стакан холодной воды. Закройте фольгой и готовьте 1 час в разогретой до 180 градусов духовке.', 'Достаньте утку из духовки, вылейте воду из формы и как следует промажьте её маринадом. Верните в духовку и готовьте 40 минут, по 20 минут с каждой стороны. \r\nКрылья в процессе лучше завернуть фольгой.', 'Увеличьте температуру до 230 градусов. Добавьте в оставшийся маринад дополнительно по 1-2 ст.л. меда и соевого соуса. Хорошенько промажьте её и верните в духовку еще минут на 20 минут. Кожа должна стать золотисто-коричневой. Следите, чтобы не подгорело!\r\nПереложите утку на доску, закройте фольгой и оставьте минут на 15.', 'Порежьте огурец тонкой соломкой, а лук кусочками длиной 5 см. Подогрейте готовые блины. \r\nСрежьте мясо утки с костей, так чтобы на большинстве кусочков была кожа.\r\nПусть каждый берет блинчик, смазывает его соусом хойсин и кладет немного мяса утки, лука и огурца, сворачивает руками и ест.\r\nНесколько рекомендаций:\r\nЛепешки можно купить готовые, рекомендую мексиканские.\r\nСоус хойсин при желании можно заменить на клюквенный или сливовый соус.\r\nК огурцу можно добавить тонко нарезанный сельдерей и морковь.\r\nТеплую лепешку при подаче можно смазать творожным сыром. Будет очень вкусно!']"
Запечённая форель с соусом из огурца и кресс-салата,"[{'Форель': 'филе (лучше дикая) 1 кг'}, {'Кресс-салат': 'пучок'}, {'Сметана': '200 гр.'}, {'Огурец': '(небольшой) 2 шт.'}, {'Лимон': 'сок половины лимона'}, {'Перец розе': 'по вкусу'}, {'Черный перец': 'по вкусу'}, {'Соль': '(морская) по вкусу'}, {'Спаржа для гарнира': ''}]",https://cooklikemary.ru/sites/default/files/bez_imeni_1_iz_1-313.jpg,0,до 20 мин.,1,4,"['Помойте филе, высушите и удалите все косточки. Натрите филе солью и перцем, сбрызните лимонным соком.', 'Заверните филе в фольгу и запекайте в разогретой до 180 градусе духовке в течение 15 минут. Затем откройте фольгу и подержите еще минут 5.', 'Огурцы нарежьте маленькими кубиками. Кресс-салат тщательно помойте, обсушите, удалите стебли, а листья измельчите. Соедините сметану, огурцы и кресс-салат. Посолите и поперчите по вкусу. Перемешайте и подавайте к форели.', 'Спаржу помойте, перевяжите стебли кулинарной нитью. Варите в кипящей подсоленной воде в течении 7-10 минут (в зависимости от размера). Подавайте вместе с форелью в сметанном соусе.']"
Свиная корейка с черносливом в сладком соусе,"[{'Свиная корейка': '700-800 гр.'}, {'Чернослив': '(или курага) 360 гр.'}, {'Морковь': '1 шт.'}, {'Лук репчатый': '1 шт.'}, {'Чеснок': '1-2 дольки'}, {'Розмарин': 'веточка (можно заменить на сухой)'}, {'Тимьян': 'веточка (можно заменить на сухой)'}, {'Растительное масло': 'немного для жарки'}, {'Сливочное масло': 'немного для жарки'}, {'Title': 'Соус'}, {'Куриный бульон': '(или овощной) 120 мл.'}, {'Яблочный сок': '120 мл.'}, {'Винный уксус': '30 мл.'}, {'Сахар': '30 гр.'}]",https://cooklikemary.ru/sites/default/files/e78ba0b8-017f-42e1-8a3c-b7becce4e824.jpeg,0,до 70 мин.,1,3,"['Разрежьте кусок свиной корейки посередине и откройте как книжку. Затем вложите туда чернослив (сколько влезет) и сверните в прямоугольную форму. Оставшийся чернослив замочите в яблочном соке. Посолите, поперчите и свяжите рулет из свиной корейки кулинарными нитями.', 'Морковь и лук крупно нарежьте. Обжарьте на смеси растительного и сливочного масел морковь, лук и рулет из свиной корейки до образования красивой румяной корочки.', 'Положите в жаропрочную форму обжаренные овощи (подушка), на них рулет, полейте оставшимся от жарки маслом, добавьте свежую зелень и запекайте 45-60 минут при 180 градусах.', 'В отдельном сотейнике разогрейте бульон и яблочный сок и выпарите в течение минут 5. Отложите в сторону и сохраните тёплым.\r\nСмешайте сахар и винный уксус в сотейнике. Поставьте на плиту и готовьте без перемешивания, пока не появится карамельный цвет.\r\nНемедленно снимите с огня и добавьте к карамели бульон с соком.\r\nПеремешайте.', 'Снимите с рулета кулинарную нить, разрежьте мясо на кусочки, полейте корейку сладким соусом и украсьте оставшимся черносливом.']"
"Салат с хрустящими баклажанами, помидорами и творожным сыром","[{'Баклажан': 'один маленький'}, {'Помидоры черри': '12-15 шт.'}, {'Кедровые орехи': '50 гр.'}, {'Творожный сыр': '100 гр.'}, {'Базилик': 'маленький пучок'}, {'Мята': 'маленький пучок'}, {'Соус кисло-сладкий': '3-4 ст.л.'}, {'Оливковое масло': '3-4 ст.л.'}, {'Кукурузный крахмал': '2 ст.л.'}, {'Масло для фритюра, соль, черный перец': ''}]",https://cooklikemary.ru/sites/default/files/bez_imeni_1_iz_1-260.jpg,0,до 20 мин.,1,3,"['Как сделать хрустящие баклажаны. Нарежьте баклажаны на небольшие кубики, посолите и дайте постоять несколько минут. Затем добавьте крахмал и перемешайте.', 'Подготовьте небольшую сковородку для фритюра. Налейте недорогое оливковое масло и разогрейте до появления пузырей. Положите часть баклажанов, подождите пару минут до образования румяной корочки и достаньте с помощью шумовки.\r\nПоложите на бумажную салфетку.', 'Нарежьте помидоры, базилик и мяту.', 'Обжарьте кедровые орехи на сухой сковороде.', 'Соедините при подаче в каждой отдельной тарелке помидоры, зелень, баклажаны, творожный сыр (я его накладываю другой стороной чайной ложки). Добавьте к салату с хрустящими баклажанами и томатами кисло-сладкий соус 1 ст.л. и оливковое масло по вкусу. Посолите и поперчите по вкусу. Сверху посыпьте кедровыми орешками. Салат с хрустящими баклажанами, помидорами и творожным сыром готов!']"
Вкусные сырники без муки,"[{'Творог': '(9%) 500 гр.'}, {'Яйцо': '1 шт.'}, {'Ванильный сахар': '1 ст.л.'}, {'Сахар': '1 ст.л.'}, {'Манка': '1 ст.л.'}, {'Кукурузный крахмал': '1 ст.л.'}]",https://cooklikemary.ru/sites/default/files/bez_imeni_1_iz_1-250.jpg,0,до 15 мин.,1,3,"['*Для воздушных сырников без муки выбирайте творог достаточно сухой, пастообразный, не зернёный.\r\n\r\nПеретрите творог ложкой, воспользовавшись ситом (дуршлаг). Добавьте яйцо, кукурузный крахмал, манку, обычный сахар и ванильный сахар. Если есть возможность, дайте «тесту» немного постоять (минут 15, за это время манка поработает).\r\nСлепите сырники, в процессе можно немого смачивать руки.', 'Разогрейте сковороду, добавьте масло и быстро обжарьте сырники с двух сторон на среднем огне. Затем уменьшите огонь до минимума и закройте крышкой.\r\nПосыпьте сахарной пудрой и подавайте со сметаной, клубничным джемом и сгущенкой. Свежие ягоды станут прекрасным дополнением.']"
Салат с утиной грудкой и манго,"[{'Утиная грудка': '2 шт.'}, {'Апельсин': 'сок 1 шт.'}, {'Руккола': '100 гр.'}, {'Микс из листьев': '100 гр.'}, {'Манго': '2 шт.'}, {'Авокадо': '1 шт.'}, {'Горчица': '(дижонская) 1-2 ч.л.'}, {'Приправа карри': 'по вкусу'}, {'Черный перец': 'по вкусу'}, {'Соль': 'по вкусу'}, {'Оливковое масло': 'по вкусу'}]",https://cooklikemary.ru/sites/default/files/bez_imeni_1_iz_1-251.jpg,0,до 30 мин.,1,2,"['Утиные грудки в апельсиновом маринаде. Помойте утиные грудки. Замаринуйте в свежевыжатом соке одного апельсина, добавьте 1 ч.л. карри, посолите и поперчите по вкусу. Оставьте мариноваться при комнатной температуре на 1 час. \r\nСпустя время, протрите грудки от маринада и быстро обжарьте со всех сторон на сильном огне до румяной корочки.\r\nПлотно заверните каждую грудку в двойной слой фольги и запекайте в духовке при 180 градусах 15 минут.\r\nДостаньте из духовки и дайте мясу немного «отдохнуть», развернув фольгу.\r\nЗатем порежьте на красивые ровные кусочки.', 'Соус для салата с уткой и манго. Очистите манго, нарежьте на кусочки, взбейте блендером. Добавьте 1-2 ч.л. горчицы по вкусу, карри, черный перец и соль по вкусу. Снова пробейте до однородной массы.', 'Нарежьте манго кусочками и авокадо дольками. Перемешайте траву с оливковым маслом, посолите по вкусу. Выложите траву, манго и авокадо, а сверху порезанную утиную грудку. Полейте соусом.']"
Ростбиф,"[{'Говядина': '(мраморная) кусок 1 кг.;'}, {'Title': 'Для маринада'}, {'Красное сухое вино': '1 стакан;'}, {'Оливковое масло': '3 ст.л.;'}, {'Чеснок': 'несколько долек;'}, {'Тимьян': 'несколько веточек (или 1 ч.л. сухой травы);'}, {'Розмарин': 'несколько веточек ( или 1 ч.л. сухой травы);'}, {'Кориандр': '(горошины) 1 ч.л.;'}, {'Черный перец': '(горошины) 1-2 ч.л.;'}, {'Соль': 'по вкусу.'}]",https://cooklikemary.ru/sites/default/files/bez_imeni_1_iz_1-193.jpg,0,до 100 мин.,2,4,"['Мясо помойте. Высушите бумажным полотенцем и обрежьте всю пленку, которая будет мешать проникновению маринада. Тонкий слой жира рекомендую оставить.', 'Маринад для ростбифа. Положите мясо в форму. Перец и кориандр измельчите в ступке (я делаю это в кофемолке). Натрите ими мясо, добавьте морскую соль, чеснок и измельченные травы (сухие или свежие). Налейте оливковое масло и вино. Оставьте мариноваться на 2 часа при комнатной температуре. Через час мясо можно перевернуть, чтобы маринад для ростбифа проникал равномерно.', 'Как запечь ростбиф в духовке. Включите духовку на 250 градусов. С помощью бумажного полотенца протрите мясо от маринада (пока не выливайте). С помощью кулинарных ниток обвяжите мясо.\r\nРазогрейте оливковое масло (можно добавить чеснок, тимьян или розмарин) и на большом огне обжарьте мясо со всех сторон до румяной красивой корочки. Не протыкайте мясо вилкой, по возможности используйте кулинарные щипцы.', 'Переложите мясо в форму и выпекайте в духовке при 250 градусах около 15 минут. Затем уменьшите до 180 градусов и выпекайте еще 30 минут. В эти 30 минут желательно 3 раза сбрызнуть мясо выделившимся соком или оставшимся маринадом для ростбифа.\r\nДостаньте мясо и заверните его в фольгу. Дайте ему «отдохнуть» минимум 20 минут.\r\nПодавайте с запеченными овощами и соусом, как вариант с моим любимым блю чиз.']"
"Салат с огурцом, авокадо и кешью","[{'Огурец': '(средние) 4 шт.'}, {'Авокадо': '2 шт.'}, {'Кинза': 'небольшой пучок'}, {'Кешью': '100 гр.'}, {'Оливковое масло': 'по вкусу'}, {'Соевый соус': 'по вкусу'}, {'Лайм': '(сок) немного сбрызнуть'}, {'Кунжутное семя': 'немного по вкусу'}]",https://cooklikemary.ru/sites/default/files/bez_imeni_1_iz_1-199.jpg,0,до 10 мин.,1,3,"['Очистите огурцы, разрежьте на половинку. И порежьте полукольцами.', 'Очистите авокадо, вытащите косточку и разрежьте на половинки. Порежьте также как огурцы.', 'Измельчите кинзу. Кешью быстро обжарьте на сухой сковороде. Соедините все ингредиенты.\r\nДобавьте соевый соус, оливковое масло и кунжутное семя по вкусу. Можно сбрызнуть соком лайма. Салат с огурцом, авокадо и кешью готов!']"
Феттучини с лососем в соусе из сыра с голубой плесенью,"[{'Лосось': '400 гр.'}, {'Феттучини': '250 гр.'}, {'Шампиньоны': '4-5 шт.'}, {'Белое сухое вино': '100 мл.'}, {'Сыр с голубой плесенью': '100 гр.'}, {'Молоко': '100 мл.'}, {'Пармезан': '(тертый) по вкусу'}, {'Оливковое масло': 'по вкусу'}, {'Тимьян': 'по желанию'}, {'Базилик': 'по желанию'}, {'Соль, свежемолотый перец по вкусу': ''}]",https://cooklikemary.ru/sites/default/files/bez_imeni_1_iz_1-184.jpg,0,до 30 мин.,1,4,"['По рецепту пасты с красной рыбой филе лосося нарежьте небольшими кубиками. Шампиньоны нарежьте тонкими пластинами. Разогрейте в сковороде оливковое масло и обжарьте грибы на среднем огне до красивого золотистого цвета.\r\nСовет: Добавьте при жарке веточку тимьяна и несколько долек чеснока, но, когда рыба и шампиньоны будут готовы, не забудьте их вытащить.', 'Влейте вино и добавьте кусочки лосося. Готовьте примерно в течение 5 минут.', 'Рецепт сырного соуса для пасты. В сотейнике разогрейте молоко. Добавьте нарезанный сыр и размешайте венчиком до однородности. Через минуту выключайте.', 'Рецепт феттучини. Сварите феттучини с добавлением морской соли (согласно инструкции на упаковке). Не переваривайте!\r\nОткиньте на дуршлаг, добавьте немного оливкового масла и пару раз встряхните. Добавьте к соусу, перемешайте и прогрейте.\r\nПодавайте пасту с лососем и грибами немедленно, посыпав свежемолотым перцем и пармезаном (или любым другим твердым сыром). Украсьте свежим базиликом или тимьяном.']"
Утиная грудка с баклажанами в азиатском стиле (ВОК),"[{'Утиная грудка': '(с кожей) 2 шт.'}, {'Title': 'Для маринада'}, {'Соевый соус': '2 ст.л.'}, {'Кунжутное масло': '2 ст.л.'}, {'Лайм': 'сок 1 шт.'}, {'Соль': 'по вкусу'}, {'Коричневый сахар': 'по вкусу'}, {'Title': 'Гарнир'}, {'Баклажан': '1-2 шт.'}, {'Грибы вешенки': '200-300 гр'}, {'Соевый соус': '1-2 ст.л. (по вкусу)'}, {'Кинза': 'небольшой пучок'}, {'Кунжутное семя': '1-2 ст.л.'}, {'Чеснок': 'несколько долек'}, {'Лук шалот': '(небольшой) 1 шт.'}]",https://cooklikemary.ru/sites/default/files/bez_imeni_1_iz_1-177.jpg,0,до 30 мин.,1,2,"['Помойте и высушите грудки с помощью бумажного полотенца. Разрежьте каждую на небольшие кусочки (примерно 5 шт.)', 'Маринад для утиных грудок. Замаринуйте разрезанное филе в соевом соусе, кунжутном масле и соке лайма. Добавьте соль и коричневый сахар (чтобы при жарке грудки немного карамелизовались) по вкусу (0,5 -1 ч.л.).\r\nОставьте при комнатной температуре на 15-60 минут или уберите в холодильник на ночь. Но перед приготовлением мясо должно быть комнатной температуры.', 'Обсушите филе с помощью бумажного полотенца. Сильно разогрейте сковороду, добавьте растительное масло и положите кожей вниз. Уменьшите до среднего огня и обжарьте с каждой стороны примерно по 2-3 минуты (до красивого золотистого цвета).\r\nОбязательно заверните в фольгу и дайте минут 5 «отдохнуть».', 'Гарнир с вешенками и баклажанами в азиатском стиле. Нарежьте баклажаны тонкой соломкой. Измельчите лук и чеснок.\r\nРазогрейте в сковороде растительное масло и обжарьте лук и чеснок. Добавьте баклажаны и жарьте в течение примерно 5-7 минут. В это время нарежьте грибы и добавьте к баклажанам. Готовьте их вместе еще минут 10, пока вся вода не испарится. Добавьте соевый соус по вкусу.\r\nГотовое блюдо посыпьте свежей кинзой и кунжутом. Подавайте вместе с утиными грудками.']"

"Уха с двумя видами рыб, цукини и огурцом","[{'Title': 'Для бульона'}, {'Рыба': '(голова, кости, обрезки красной рыбы и мясо белой рыбы) – 1-1,2 кг.'}, {'Лук-порей': '(или маленькая луковица фенхеля) 1 шт.'}, {'Корень сельдерея': '(или несколько веточек стебля) 150 гр.'}, {'Репчатый лук': '(или шалот) крупный 1 шт.'}, {'Белое вино': '75 мл.'}, {'Оливковое масло': '2-3 ст.л.'}, {'Петрушка': 'несколько стеблей'}, {'Тимьян': 'несколько веточек'}, {'Лавровый лист': '2-3 шт.'}, {'Черный перец горошком': '2-3 шт.'}, {'Title': 'Наполнение'}, {'Цукини': '1 шт.'}, {'Морковь': '1 шт.'}, {'Огурец': '3 шт'}, {'Укроп': 'для подачи'}]",https://cooklikemary.ru/sites/default/files/bez_imeni_1_iz_1-141.jpg,0,до 60 мин.,1,5,"['Положите всю подготовленную рыбу в кастрюлю и оставьте под струёй воды пока подготавливаете овощи.', 'Нарежьте сельдерей, репчатый лук и лук-порей. Разогрейте оливковое масло в кастрюле, добавьте овощи и готовьте, помешивая, на среднем огне 3-4 минуты. Овощи должны размягчиться, но не подрумяниться.', 'Влейте вино, добавьте рыбу и залейте водой (примерно 2-2,5 л). Добавьте для ароматного бульона перец, лавровый лист, стебли петрушки и тимьян (свяжите в марлю). Варите при слабом кипении минут 20. Остудите и процедите бульон через мелкое сито и отложите мясо рыбы, а остальное выбросите.\r\nБульон можно хранить в холодильнике 2 дня или заморозить.', 'Очистите цукини и морковь. Нарежьте кубиками и добавьте в бульон, варите до готовности.\r\nСнимите всё мясо с костей, а филе нарежьте небольшими кубиками.\r\nДобавьте уже в готовый суп. Посолите по вкусу.', 'При подаче ухи с двумя видами рыб нарежьте огурец тонкими полосками (можно воспользоваться теркой для корейской моркови), положите в суп и подавайте, посыпав укропом.']"
Цыпленок или курица с тыквой в апельсиновом маринаде,"[{'Цыпленок': '(или любая часть курицы, как вариант голени 8-10 шт) 2 шт.'}, {'Приправа карри': 'по вкусу'}, {'Паприка': 'по вкусу'}, {'Тыква': '(мускатная) 600 гр.'}, {'Кинза': 'для подачи'}, {'Кунжутное семя': '2 ст.л.'}, {'Title': 'Для маринада'}, {'Корень имбиря': '5 см.'}, {'Чеснок': '3-4 зубчика'}, {'Апельсин': 'сок 2 шт.'}, {'Соевый соус': '4 ст.л (или по вкусу)'}, {'Соль,оливкове масло': ''}]",https://cooklikemary.ru/sites/default/files/bez_imeni_1_iz_1-131.jpg,0,до 80 мин.,1,4,"['Перед приготовлением тыквы с курицей в духовке тушку или голени помойте, высушите с помощью бумажного полотенца и замаринуйте минимум на 1 час при комнатной температуре.\r\nСоветую замариновать птицу на ночь в соевом соусе, а когда соберетесь готовить, добавить всё остальное.', 'Очистите и натрите на мелкой терке имбирь и чеснок. Добавьте к курице.', 'Выжмите сок из апельсинов и добавьте туда же.', 'Натрите курицу со всех сторон подготовленными ингредиентами и оставьте мариноваться.', 'Выложите курицу в форму для запекания грудкой вниз, полейте всем получившимся маринадом. Добавьте карри, паприку и соль по вкусу. Запекайте 30 минут при 180 градусах.', 'Нарежьте тыкву полукольцами.\r\nПереверните курицу, снова добавьте специи и выложите по бокам тыкву. Добавьте оливковое масло, соль и паприку по вкусу. Запекайте ещё минут 40-45 при температуре 180. Доставайте курицу и поливайте маринадом. За пару минут достаньте курицу, запеченную с тыквой, и посыпьте кунжутом. Положите снова в духовку.']"
